Restaurant,Category,SubCategory,Item,Calories,Calories From Fat,Total Fat (g),Saturated Fat (g),Trans Fat (g),Cholesterol (mg),Sodium (mg),Carbohydrates (g),Fiber (g),Sugars (g),Protein (g)
Jack in the Box,Side,Other,Egg Roll 3 Piece,440,200,22,5,0,20,950,46,7,6,16
Jack in the Box,Side,Potato,Bacon Cheddar Potato Wedges,680,380,42,10,0,35,1270,58,5,2,18
Jack in the Box,Side,Vegetable,Stuffed Jalapenos 3 Piece,220,110,12,4.5,0,15,730,21,1,2,6
Jack in the Box,Side,Vegetable,Stuffed Jalapenos 7 Piece,510,260,29,10,0.5,40,1690,49,3,5,14
KFC,Chicken,Breast,Extra Crispy Chicken- Breast,510,290,33,7,0,110,1010,16,0,1,39
KFC,Chicken,Breast,Grilled Chicken- Breast,220,60,7,2,0,135,730,0,0,0,40
KFC,Chicken,Breast,Original Recipe Chicken- Breast,360,190,21,5,0,110,1080,11,0,0,34
KFC,Chicken,Breast,Original Recipe Chicken-Breast without skin or breading,160,35,4,1,0,85,580,2,0,0,31
KFC,Chicken,Breat,Spicy Crispy- Breast,420,220,25,5,0,110,1250,12,1,0,38
KFC,Chicken,Drumstick,Extra Crispy Chicken- Drumstick,150,90,10,2,0,55,360,5,0,0,12
KFC,Chicken,Drumstick,Grilled Chicken- Drumstick,90,35,4,1,0,60,290,0,0,0,13
KFC,Chicken,Drumstick,Original Recipe Chicken- Drumstick,120,60,7,2,0,45,310,3,0,0,11
KFC,Chicken,Drumstick,Spicy Crispy- Drumstick,160,90,10,2,0,50,440,5,0,0,11
KFC,Chicken,Nuggets,Popcorn Chicken Nuggets Kids,290,170,19,2.5,0,30,870,19,1,0,13
KFC,Chicken,Nuggets,Popcorn Chicken Nuggets Large,620,350,39,5,0,65,1820,39,2,0,27
KFC,Chicken,Nuggets,Chicken Littles® Go Cup,600,300,33,5,0,40,1400,58,4,4,18
KFC,Chicken,Nuggets,Popcorn Chicken Nuggets Go Cup,570,280,32,4,0,35,1600,53,4,0,18
KFC,Chicken,Other,KFC Gizzards,200,100,11,2,0,100,800,15,1,0,11
KFC,Chicken,Other,KFC Livers,180,90,10,2,0,200,620,11,0,0,11
KFC,Chicken,Other,Chicken Pot Pie,790,410,45,37,0,75,1970,66,3,7,29
KFC,Chicken,Sandwich,Chicken Little,320,170,19,3,0,35,610,24,1,4,14
KFC,Chicken,Sandwich,Chicken Little w/o Sauce,230,80,8,1,0,25,540,24,1,4,14
KFC,Chicken,Sandwich,Honey BBQ Sandwich,320,35,4,1,0,70,770,47,3,21,24
KFC,Chicken,Tender,Extra Crispy™ Tenders Go Cup,540,260,28,4,0,60,1440,46,4,0,26
KFC,Chicken,Tender,Extra Crispy™ Tenders (1) - Kids,130,60,7,1,0,30,310,6,1,0,11
KFC,Chicken,Tender,Extra Crispy™ Tenders (2),250,120,13,1.5,0,60,630,11,2,0,22
KFC,Chicken,Tender,Extra Crispy™ Tenders (3),380,180,20,2.5,0,85,940,17,3,0,33
KFC,Chicken,Thigh,Extra Crispy Chicken- Thigh,340,220,24,5,0,80,780,10,0,0,20
KFC,Chicken,Thigh,Grilled Chicken- Thigh,170,90,10,3,0,90,530,0,0,0,19
KFC,Chicken,Thigh,Original Recipe Chicken- Thigh,250,160,17,5,0,80,730,7,0,0,17
KFC,Chicken,Thigh,Spicy Crispy- Thigh,360,240,27,6,0,85,1010,13,1,0,17
KFC,Chicken,Wing,Extra Crispy Chicken- Whole Wing,190,110,13,3,0,55,410,6,0,0,12
KFC,Chicken,Wing,Grilled Chicken- Whole Wing,80,40,5,2,0,50,250,1,0,0,10
KFC,Chicken,Wing,Original Recipe Chicken- Whole Wing,120,70,7,2,0,50,380,3,0,0,11
KFC,Chicken,Wing,Spicy Crispy- Whole Wing,170,110,12,3,0,45,470,6,0,0,11
KFC,Chicken,Wing,Fiery Buffalo Hot Wings™ Go Cup,510,250,28,5.5,0,55,1680,50,3,0,15
KFC,Chicken,Wing,HBBQ Hot Wings™ Go Cup,540,250,28,5.5,0,55,1610,58,3,6,15
KFC,Chicken,Wing,Hot Wings™ Go Cup,490,250,27,5.5,0,55,1290,45,3,0,15
KFC,Chicken,Wing,Fiery Buffalo Hot Wings (1),70,35,4,1,0,20,270,5,0,0,4
KFC,Chicken,Wing,HBBQ Hot Wings (1),80,35,4,1,0,20,240,8,0,2,4
KFC,Chicken,Wing,Hot Wings (1),70,35,4,1,0,20,140,4,0,0,4
KFC,Condiment,Bread,Parmesan Garlic Croutons Pouch,70,25,3,0,0,0,160,8,0,0,1
KFC,Condiment,Butter,Colonel's Buttery Spread,30,30,4,1,0,0,30,0,0,0,0
KFC,Condiment,Dressing,Heinz Buttermilk Ranch Dressing,160,150,17,2,0,10,220,1,0,1,0
KFC,Condiment,Dressing,Hidden Valley The Original Ranch Fat Free Dressing,35,0,0,0,0,0,410,8,0,2,1
KFC,Condiment,Dressing,KFC Creamy Parmesan Caesar Dressing,260,230,26,5,0,15,540,4,0,2,2
KFC,Condiment,Dressing,Marzetti Light Italian Dressing,15,0,1,0,0,0,510,2,0,1,0
KFC,Condiment,Sauce,Creamy Ranch Dipping Sauce Cup,140,140,15,3,0,10,230,1,0,1,0
KFC,Condiment,Sauce,HBBQ Dipping Sauce Cup,40,0,0,0,0,0,310,9,0,8,0
KFC,Condiment,Sauce,Honey Mustard Dipping Sauce Cup,120,90,10,2,0,5,110,6,0,5,0
KFC,Condiment,Sauce,Honey Sauce Packet,30,0,0,0,0,0,0,8,0,5,0
KFC,Condiment,Sauce,Sweet and Sour Dipping Sauce Cup,45,0,0,0,0,0,95,12,0,10,0
KFC,Condiment,Sauce,Bacon Ranch Dipping Sauce Cup,140,140,15,2.5,0,10,220,1,0,1,0
KFC,Condiment,Sauce,Creamy Buffalo Dipping Sauce Cup,70,60,7,1,0,5,510,2,0,0,0
KFC,Condiment,Sauce,Creamy Buffalo Dipping Sauce Cup,70,60,7,1,0,5,510,2,0,0,0
KFC,Condiment,Sauce,Finger Lickin' Good™ Dipping Sauce Cup,130,110,12,2,0,10,180,5,0,5,1
KFC,Condiment,Sauce,Gravy (with Bites),50,25,3,1,0,5,410,7,0,0,1
KFC,Condiment,Sauce,Orange Ginger Dipping Sauce Cup,50,5,0,0,0,0,220,11,0,10,0
KFC,Dessert,Cookie,Sweet Life Chocolate Chip Cookie,160,70,8,4,0,10,85,21,1,14,2
KFC,Dessert,Cookie,Sweet Life Oatmeal Raisin Cookie,150,50,6,3,0,10,90,22,1,12,2
KFC,Dessert,Pastry,Apple Turnover,250,110,12,3,0,0,160,33,2,12,2
KFC,Dessert,Pastry,Café Valley Bakery Chocolate Chip Cake,300,130,15,3,0,50,260,39,1,27,4
KFC,Dessert,Pastry,Café Valley Bakery Lemon Cake,210,100,11,2,0,40,190,28,0,19,2
KFC,Dessert,Pastry,Café Valley Bakery® Mini Chocolate Chip Cake,300,100,12,2.5,0,40,190,49,1,35,3
KFC,Dessert,Pastry,Café Valley Bakery® Mini Lemon Cake,300,120,13,2.5,0,50,230,43,0,31,3
KFC,Dessert,Pastry,Oreo Cookies and Crème Pie Slice,290,140,16,10,0,5,210,34,1,23,3
KFC,Dessert,Pastry,Reese's Peanut Butter Pie Slice,310,170,19,10,0,5,200,31,1,22,5
KFC,Salad,Salad,Caesar Side Salad without Dressing & Croutons,40,20,2,1,0,5,90,2,1,1,3
KFC,Salad,Salad,Crispy Chicken BLT Salad without Dressing,360,170,19,4,0,75,1120,18,4,5,30
KFC,Salad,Salad,Crispy Chicken Caesar Salad without Dressing & Croutons,340,160,18,5,0,70,930,16,3,3,28
KFC,Salad,Salad,House Side Salad without Dressing,15,0,0,0,0,0,10,3,1,2,1
KFC,Sandwich,Chicken,Colonel's Original Sandwich,450,180,20,3.5,0,60,1110,41,3,7,25
KFC,Sandwich,Chicken,Crispy Twister,610,290,33,6,0,75,1380,52,3,4,28
KFC,Sandwich,Chicken,Crispy Twister without Sauce,490,180,20,4,0,60,1260,51,3,3,28
KFC,Sandwich,Chicken,Doublicious with Original Recipe Filet,520,230,25,7,0,85,1180,40,2,6,32
KFC,Sandwich,Meal,Country Fried Steak with Peppered White Gravy,380,240,27,7,1,30,800,23,2,1,12
KFC,Sandwich,Meal,Country Fried Steak without Peppered White Gravy,350,220,25,7,1,30,640,19,2,1,12
KFC,Side,Beans,BBQ Baked Beans,210,15,2,0,0,0,780,41,8,18,8
KFC,Side,Bread,Biscuit,180,70,8,6,0,0,530,23,1,2,4
KFC,Side,Bread,KFC Cornbread Muffin,210,80,9,2,0,35,240,28,0,11,3
KFC,Side,Bread,Macaroni and Cheese,160,70,7,3,0,5,720,19,1,2,5
KFC,Side,Cole Slaw,Cole Slaw,180,90,10,2,0,5,150,20,2,17,1
KFC,Side,Nuggets,Snack-Size Bowl,260,120,13,4,0,25,760,26,1,1,12
KFC,Side,Potato,KFC Famous Bowls-Mashed Potato with Gravy,680,280,31,8,1,45,2130,74,6,3,26
KFC,Side,Potato,Mashed Potatoes with Gravy,120,35,4,1,0,0,530,19,1,0,2
KFC,Side,Potato,Mashed Potatoes without Gravy,90,25,3,1,0,0,320,15,1,0,2
KFC,Side,Potato,Potato Wedges,290,140,15,3,0,0,810,35,2,0,4
KFC,Side,Vegetable,"Corn on the Cob (3"")",70,5,1,0,0,0,0,16,2,3,2
KFC,Side,Vegetable,Green Beans,25,0,0,0,0,0,260,4,2,1,1
KFC,Side,Vegetable,Sweet Kernel Corn,100,5,1,0,0,0,0,21,2,3,3
McDonald's,Beverage,Coffee,Coffee,0,0,0,0,0,0,0,0,0,0,0
McDonald's,Beverage,Coffee,Iced Coffee Caramel,190,70,8,5,0,30,115,27,0,27,2
McDonald's,Beverage,Coffee,Iced Coffee French Vanilla,190,70,8,5,0,30,60,29,0,28,2
McDonald's,Beverage,Coffee,Iced Coffee Hazelnut,190,70,8,5,0,30,60,29,0,29,2
McDonald's,Beverage,Coffee,Iced Coffee Regular,200,70,8,5,0,30,60,30,0,30,2
McDonald's,Beverage,Coffee,Iced Coffee Sugar Free French Vanilla,90,70,8,5,0,30,100,11,0,2,2
McDonald's,Beverage,Coffee,Iced Mocha Caramel,300,120,14,8,0,30,160,36,0,33,8
McDonald's,Beverage,Coffee,Iced Mocha Nonfat,270,70,8,5,0,10,140,43,0,35,7
McDonald's,Beverage,Coffee,Iced Mocha Nonfat Caramel,230,45,5,3,0,20,140,38,0,33,8
McDonald's,Beverage,Coffee,Iced Mocha Regular,310,120,13,8,0,25,140,42,0,35,7
McDonald's,Beverage,Coffee,Latte Caramel,280,70,8,5,0,25,170,43,0,43,8
McDonald's,Beverage,Coffee,Latte French Vanilla,280,70,8,5,0,25,110,44,0,44,8
McDonald's,Beverage,Coffee,Latte Hazelnut,280,70,8,5,0,25,110,45,0,45,8
McDonald's,Beverage,Coffee,Latte Regular,180,90,10,6,0,30,130,13,0,13,10
McDonald's,Beverage,Coffee,Latte Sugar Free French Vanilla,160,70,8,5,0,25,150,21,0,11,8
McDonald's,Beverage,Coffee,Mocha Caramel,290,100,12,7,0,25,180,39,0,38,8
McDonald's,Beverage,Coffee,Mocha Nonfat,280,50,6,4,0,10,160,50,0,42,8
McDonald's,Beverage,Coffee,Mocha Nonfat Caramel,240,35,4,3,0,5,200,41,0,38,9
McDonald's,Beverage,Coffee,Mocha Regular,330,110,12,7,0,25,150,48,0,41,7
McDonald's,Beverage,Coffee,Nonfat Latte Caramel,220,0,0,0,0,5,180,45,0,45,9
McDonald's,Beverage,Coffee,Nonfat Latte French Vanilla,220,0,0,0,0,5,115,46,0,46,9
McDonald's,Beverage,Coffee,Nonfat Latte Hazelnut,220,0,0,0,0,5,115,46,0,46,9
McDonald's,Beverage,Coffee,Nonfat Latte Regular,110,0,0,0,0,5,140,15,0,15,10
McDonald's,Beverage,Coffee,Nonfat Latte Sugar Free French Vanilla,90,0,0,0,0,5,160,22,0,13,9
McDonald's,Beverage,Coffee,Shamrock Mocha Large,490,150,16,10,0.5,50,210,70,1,64,15
McDonald's,Beverage,Coffee,Shamrock Mocha Medium,400,120,13,8,0,40,160,58,1,53,12
McDonald's,Beverage,Coffee,Shamrock Mocha Small,330,100,11,7,0,35,130,47,1,43,10
McDonald's,Beverage,Hot Chocolate,Hot Chocolate Nonfat,310,50,6,4,0,10,190,55,0,47,11
McDonald's,Beverage,Hot Chocolate,Hot Chocolate Regular,380,130,15,9,1,30,170,53,0,45,10
McDonald's,Beverage,Hot Chocolate,McCafé Caramel Hot Chocolate w/ Nonfat Milk,260,30,4,2,0,15,200,46,0,44,11
McDonald's,Beverage,Hot Chocolate,Mocha White Chocolate,320,100,11,6,0,35,160,47,1,43,11
McDonald's,Beverage,Hot Chocolate,Shamrock Hot Chocolate Large,280,25,3,2,0,15,180,50,0,47,14
McDonald's,Beverage,Hot Chocolate,White Hot Chocolate,350,120,13,8,0,40,180,48,0,46,12
McDonald's,Beverage,Iced Tea,Iced Tea,0,0,0,0,0,0,15,0,0,0,0
McDonald's,Beverage,Iced Tea,Sweet Tea,180,0,0,0,0,0,10,45,0,45,1
McDonald's,Beverage,Juice,Hi-C Orange Lavaburst,240,0,0,0,0,0,10,64,0,64,0
McDonald's,Beverage,Juice,McCafé Classic Lemonade,100,0,0,0,0,0,10,25,1,21,0
McDonald's,Beverage,Juice,McCafé Strawberry Lemonade,120,0,0,0,0,0,10,32,1,28,1
McDonald's,Beverage,Juice,Minute Maid Apple Juice Box,100,0,0,0,0,0,15,23,0,22,0
McDonald's,Beverage,Juice,Minute Maid® Orange Juice,190,0,0,0,0,0,0,39,0,39,3
McDonald's,Beverage,Juice,POWERade Mountain Berry Blast,150,0,0,0,0,0,130,39,0,31,0
McDonald's,Beverage,Juice,Red Flash Extra Small,110,0,0,0,0,0,0,29,0,29,0
McDonald's,Beverage,Juice,Red Flash Large,300,0,0,0,0,0,0,81,0,80,0
McDonald's,Beverage,Juice,Red Flash Medium,220,0,0,0,0,0,0,58,0,58,0
McDonald's,Beverage,Juice,Red Flash Small,150,0,0,0,0,0,0,41,0,41,0
McDonald's,Beverage,Milk,1% Low Fat Milk Jug,100,20,3,2,0,10,125,12,0,12,8
McDonald's,Beverage,Milk,Fat Free Chocolate Milk Jug,130,0,0,0,0,5,135,23,0,22,9
McDonald's,Beverage,Shake,Blueberry Pomegranate Smoothie,220,5,0,0,0,5,40,50,3,44,2
McDonald's,Beverage,Shake,Mango Pineapple Smoothie,220,10,1,0.5,0,5,45,49,2,47,3
McDonald's,Beverage,Shake,Strawberry Banana Smoothie,210,5,1,0,0,5,50,47,3,44,3
McDonald's,Beverage,Shake,Frappe Caramel,450,170,19,12,1,65,125,64,0,57,7
McDonald's,Beverage,Shake,Frappe Chocolate Chip,530,200,23,14,1,65,135,76,1,67,8
McDonald's,Beverage,Shake,Mocha Frappe,450,160,18,12,1,65,125,65,1,57,7
McDonald's,Beverage,Shake,Oreo Frappé,540,180,20,12,1,60,170,82,1,68,7
McDonald's,Beverage,Shake,Shamrock Chocolate Chip Frappé Large,900,270,30,19,1,90,210,149,2,137,12
McDonald's,Beverage,Shake,Shamrock Chocolate Chip Frappé Medium,680,220,24,15,1,70,160,111,2,101,9
McDonald's,Beverage,Shake,Shamrock Chocolate Chip Frappé Small,570,190,21,13,1,60,125,91,2,82,7
McDonald's,Beverage,Slush,McCafé Frozen Classic Lemonade,160,0,0,0,0,0,10,40,0,36,0
McDonald's,Beverage,Slush,McCafé Frozen Strawberry Lemonade,180,0,0,0,0,0,10,48,0,43,1
McDonald's,Beverage,Soda,Coca-Cola Classic,210,0,0,0,0,0,15,58,0,58,0
McDonald's,Beverage,Soda,Diet Coke,0,0,0,0,0,0,30,0,0,0,0
McDonald's,Beverage,Soda,Diet Dr Pepper,0,0,0,0,0,0,75,0,0,0,0
McDonald's,Beverage,Soda,Dr Pepper,210,0,0,0,0,0,75,56,0,56,0
McDonald's,Beverage,Soda,Sprite,210,0,0,0,0,0,55,56,0,56,0
McDonald's,Beverage,Water,Dasani© Water,0,0,0,0,0,0,0,0,0,0,0
McDonald's,Breakfast,Chicken,Southern Style Chicken Biscuit,410,180,20,8,0,30,1180,41,2,3,17
McDonald's,Breakfast,Hash Brown,Hash Brown,150,80,9,2,0,0,310,15,2,0,1
McDonald's,Breakfast,Meal,Big Breakfast w/ Egg Whites,640,330,37,14,0,35,1590,50,3,3,26
McDonald's,Breakfast,Meal,Big Breakfast w/ Hotcakes & Egg Whites,990,410,46,16,0,55,2170,110,6,17,35
McDonald's,Breakfast,Meal,Big Breakfast with Hotcakes,1090,510,56,19,0,575,2150,111,6,17,36
McDonald's,Breakfast,Meal,Big Breakfast®,740,430,48,17,0,555,1560,51,3,3,28
McDonald's,Breakfast,Meal,Turkey Sausage Breakfast Bowl,240,120,13,5,0,70,730,5,1,2,26
McDonald's,Breakfast,Oatmeal,Fruit & Maple Oatmeal w/ Brown Sugar,290,40,5,2,0,10,160,57,5,32,5
McDonald's,Breakfast,Oatmeal,Fruit & Maple Oatmeal w/o Brown Sugar,260,40,5,2,0,10,115,48,5,18,5
McDonald's,Breakfast,Pancake,Hotcakes,350,80,9,2,0,20,590,60,3,14,8
McDonald's,Breakfast,Pancake,Hotcakes and Sausage,520,210,24,7,0,50,930,61,3,14,15
McDonald's,Breakfast,Pastry,Cinnamon Melts,460,170,19,9,0,15,370,66,3,32,6
McDonald's,Breakfast,Sandwich,"Bacon, Egg & Cheese Bagel",560,240,27,9,1,260,1300,56,3,7,24
McDonald's,Breakfast,Sandwich,"Bacon, Egg & Cheese Bagel w/ Egg Whites",510,190,21,7,0.5,45,1230,55,3,7,25
McDonald's,Breakfast,Sandwich,"Bacon, Egg & Cheese Biscuit",420,210,23,12,0,235,1160,37,2,3,15
McDonald's,Breakfast,Sandwich,"Bacon, Egg & Cheese Biscuit w/ Egg Whites",360,160,17,10,0,20,1130,36,2,3,16
McDonald's,Breakfast,Sandwich,"Bacon, Egg & Cheese McGriddles",420,160,18,8,0,240,1110,48,2,15,15
McDonald's,Breakfast,Sandwich,"Bacon, Egg & Cheese McGriddles w/ Egg Whites",360,110,12,6,0,25,1080,46,2,15,16
McDonald's,Breakfast,Sandwich,Egg McMuffin,300,110,12,5,0,260,820,30,2,3,18
McDonald's,Breakfast,Sandwich,Egg White Delight McMuffin,250,60,7,3,0,25,800,32,5,3,18
McDonald's,Breakfast,Sandwich,Sausage Biscuit,430,240,27,12,0,30,1080,34,2,2,11
McDonald's,Breakfast,Sandwich,Sausage Biscuit w/ Egg Whites,460,250,27,12,0,35,1180,34,2,3,18
McDonald's,Breakfast,Sandwich,Sausage Biscuit with Egg,510,290,33,14,0,250,1170,36,2,2,18
McDonald's,Breakfast,Sandwich,Sausage McGriddles®,420,200,22,8,0,35,1030,44,2,15,11
McDonald's,Breakfast,Sandwich,Sausage McMuffin w/ Egg Whites,400,200,22,8,0,50,910,31,5,2,22
McDonald's,Breakfast,Sandwich,Sausage McMuffin®,370,200,22,8,0,45,850,29,2,2,14
McDonald's,Breakfast,Sandwich,Sausage McMuffin® with Egg,450,250,27,10,0,285,920,30,2,2,21
McDonald's,Breakfast,Sandwich,"Sausage, Egg & Cheese McGriddles",560,290,32,12,0,265,1360,48,2,15,20
McDonald's,Breakfast,Sandwich,"Sausage, Egg & Cheese McGriddles w/ Egg Whites",500,230,26,10,0,50,1320,46,2,15,21
McDonald's,Breakfast,Sandwich,Steak & Egg Biscuit,540,290,32,16,1,280,1470,38,2,3,25
McDonald's,Breakfast,Sandwich,Steak & Egg McMuffin,430,210,23,9,1,300,990,32,5,3,27
McDonald's,Breakfast,Sandwich,Steak Egg & Cheese Bagel,680,320,35,13,1.5,300,1520,57,3,7,33
McDonald's,Breakfast,Wrap,Sausage Burrito,300,140,16,7,0,115,830,26,1,2,12
McDonald's,Chicken,Nuggets,Chicken McNuggets 10 Piece,470,270,30,5,0,65,900,30,2,0,22
McDonald's,Chicken,Nuggets,Chicken McNuggets 20 Piece,940,530,59,10,0,135,1800,59,3,0,44
McDonald's,Chicken,Nuggets,Chicken McNuggets 4 Piece,190,110,12,2,0,25,360,12,1,0,9
McDonald's,Chicken,Nuggets,Chicken McNuggets 40 piece,1880,1060,118,20,1,265,3600,118,6,1,87
McDonald's,Chicken,Nuggets,Chicken McNuggets 6 Piece,280,160,18,3,0,40,540,18,1,0,13
McDonald's,Chicken,Tender,Chicken Selects Premium Breast Strips - 3 piece,380,210,23,4,0,55,750,21,1,0,23
McDonald's,Condiment,Butter,Whipped Margarine,40,40,5,1.5,0,0,55,0,0,0,0
McDonald's,Condiment,Crean,Coffee Cream,20,20,2,1.5,0,10,15,0,0,0,0
McDonald's,Condiment,Dressing,Newman's Own® Creamy Southwest Dressing,100,50,6,1,0,20,340,11,0,3,1
McDonald's,Condiment,Dressing,Newman's Own® Low Fat Balsamic Vinaigrette,35,25,3,0,0,0,420,3,0,3,0
McDonald's,Condiment,Dressing,Newman's Own® Low Fat Italian Dressing,50,20,3,0.5,0,0,390,7,0,2,1
McDonald's,Condiment,Dressing,Newman's Own® Low Fat Sesame Ginger Dressing,90,25,3,0,0,0,410,15,1,9,1
McDonald's,Condiment,Dressing,Newman's Own® Ranch Dressing,170,130,15,2.5,0,20,530,9,0,4,1
McDonald's,Condiment,Jam,Grape Jam,35,0,0,0,0,0,0,9,0,9,0
McDonald's,Condiment,Jam,Strawberry Preserves,35,0,0,0,0,0,0,9,0,9,0
McDonald's,Condiment,Nut,Peanuts for Sundaes,45,30,4,0.5,0,0,0,2,1,0,2
McDonald's,Condiment,Salt,Salt Packet,0,0,0,0,0,0,270,0,0,0,0
McDonald's,Condiment,Sauce,Chipotle Barbeque Sauce,50,0,0,0,0,0,190,11,0,10,0
McDonald's,Condiment,Sauce,Creamy Ranch Sauce,110,110,12,2,0,5,170,1,0,1,0
McDonald's,Condiment,Sauce,Honey Mustard Sauce,60,35,4,0.5,0,5,115,6,1,5,0
McDonald's,Condiment,Sauce,Hot Habanero Sauce,80,60,7,1,0,10,180,5,1,2,1
McDonald's,Condiment,Sauce,Ketchup Packet,10,0,0,0,0,0,100,3,0,2,0
McDonald's,Condiment,Sauce,Marinara Sauce,15,0,0,0,0,0,75,2,0,2,0
McDonald's,Condiment,Sauce,Spicy Buffalo Sauce,35,30,3,0,0,0,540,1,0,0,0
McDonald's,Condiment,Sauce,Sweet 'N Sour Sauce,50,0,0,0,0,0,150,12,0,10,0
McDonald's,Condiment,Sauce,Sweet Chili Sauce,50,0,0,0,0,0,150,12,0,11,0
McDonald's,Condiment,Sauce,Tangy Barbeque Sauce,50,0,0,0,0,0,260,12,0,10,0
McDonald's,Condiment,Sauce,Tartar Sauce Cup,140,130,15,2.5,0,10,150,0,0,0,0
McDonald's,Condiment,Sweetener,EQUAL® 0 Calorie Sweetener,0,0,0,0,0,0,0,1,0,1,0
McDonald's,Condiment,Sweetener,SPLENDA® No Calorie Sweetener,0,0,0,0,0,0,0,1,0,1,0
McDonald's,Condiment,Sweetener,Sugar Packet,15,0,0,0,0,0,0,4,0,4,0
McDonald's,Condiment,Syrup,Honey,50,0,0,0,0,0,0,12,0,11,0
McDonald's,Condiment,Syrup,Hotcake Syrup,180,0,0,0,0,0,20,45,0,32,0
McDonald's,Dessert,Cookie,Chocolate Chip Cookie,160,70,8,3.5,0,10,90,21,1,15,2
McDonald's,Dessert,Cookie,Oatmeal Raisin Cookie,150,50,6,2.5,0,10,135,22,1,13,2
McDonald's,Dessert,Ice Cream,Hot Caramel Sundae,340,70,8,5,0,30,150,60,0,43,7
McDonald's,Dessert,Ice Cream,Hot Fudge Sundae,330,80,9,7,0,25,170,53,1,48,8
McDonald's,Dessert,Ice Cream,Kiddie Ice Cream Cone,45,10,2,1,0,5,20,7,0,6,1
McDonald's,Dessert,Ice Cream,Strawberry Sundae,280,60,6,4,0,25,85,49,0,45,6
McDonald's,Dessert,Ice Cream,Vanilla Reduced Fat Ice Cream Cone,170,40,5,3,0,15,70,27,0,20,5
McDonald's,Dessert,Pastry,Baked Hot Apple Pie,250,110,13,7,0,0,170,32,4,13,2
McDonald's,Dessert,Pastry,Fried Cherry Pie,230,90,10,3.5,0,0,135,33,1,15,2
McDonald's,Dessert,Pastry,Pumpkin and Creme Pie,270,130,15,8,0,10,160,32,2,12,3
McDonald's,Dessert,Pastry,Strawberry & Creme Pie,310,150,17,9,0,10,180,36,1,15,4
McDonald's,Dessert,Pastry,Sweet Potato and Creme Pie,290,140,15,9,0,15,170,34,2,13,3
McDonald's,Dessert,Shake,Chocolate McCafé Shake,560,150,16,10,1,60,240,91,1,77,12
McDonald's,Dessert,Shake,Chocolate Shamrock Shake Large,830,200,22,14,1,90,340,106,1,117,19
McDonald's,Dessert,Shake,Chocolate Shamrock Shake Small,510,130,14,9,0.5,55,200,66,1,70,11
McDonald's,Dessert,Shake,McCafe Shamrock Shake,530,140,15,10,1,60,160,86,0,73,11
McDonald's,Dessert,Shake,McFlurry w/ M&M's Candies,650,210,23,14,0.5,50,180,96,1,89,13
McDonald's,Dessert,Shake,McFlurry w/ OREO Cookies,510,150,17,9,0.5,45,280,80,1,64,12
McDonald's,Dessert,Shake,Strawberry McCafé Shake,550,150,16,10,1,60,160,90,0,79,12
McDonald's,Dessert,Shake,Vanilla McCafé Shake,530,140,15,10,1,60,160,86,0,63,11
McDonald's,Salad,Salad,Premium Asian Salad w/ Crispy Chicken,410,200,22,3,0,45,740,32,5,12,23
McDonald's,Salad,Salad,Premium Asian Salad w/ Grilled Chicken,270,80,9,1,0,80,740,18,5,10,31
McDonald's,Salad,Salad,Premium Asian Salad w/o Chicken,140,70,7,0.5,0,0,20,13,5,7,7
McDonald's,Salad,Salad,Premium Bacon Ranch Salad w/ Crispy Chicken,390,190,22,6,0,70,870,24,4,7,26
McDonald's,Salad,Salad,Premium Bacon Ranch Salad w/ Grilled Chicken,230,80,9,4,0,85,700,10,4,5,30
McDonald's,Salad,Salad,Premium Bacon Ranch Salad w/o Chicken,140,70,7,4,0,25,300,10,3,4,9
McDonald's,Salad,Salad,Premium Southwest Salad w/ Crispy Chicken,450,190,21,5,0,50,820,42,7,13,23
McDonald's,Salad,Salad,Premium Southwest Salad w/ Grilled Chicken,290,70,8,3,0,70,650,28,7,11,27
McDonald's,Salad,Salad,Premium Southwest Salad w/o Chicken,140,40,5,2,0,10,150,20,6,6,6
McDonald's,Sandwich,Burger,Bacon & Cheese Sirloin Third Pound Burger,810,370,41,18,2,155,2060,65,4,13,47
McDonald's,Sandwich,Burger,Bacon Clubhouse Burger,720,360,40,15,1.5,115,1470,51,4,14,39
McDonald's,Sandwich,Burger,Bacon McDouble,460,210,24,10,1,85,1120,34,2,7,28
McDonald's,Sandwich,Burger,BBQ Ranch Burger,350,140,16,6,0.5,45,680,37,3,7,16
McDonald's,Sandwich,Burger,Big Mac,540,260,29,10,2,75,1040,45,3,9,25
McDonald's,Sandwich,Burger,Cheeseburger,300,110,12,6,1,40,750,33,2,6,15
McDonald's,Sandwich,Burger,Daily Double,440,220,24,9,1.5,70,770,33,2,7,23
McDonald's,Sandwich,Burger,Double Cheeseburger,440,210,23,11,2,80,1150,34,2,7,25
McDonald's,Sandwich,Burger,Double Quarter Pounder® with Cheese,740,380,42,19,3,155,1380,40,3,9,48
McDonald's,Sandwich,Burger,Grand Mac,860,470,52,18,2,140,1470,62,5,13,41
McDonald's,Sandwich,Burger,Grilled Onion Cheddar Burger,310,120,13,6,0.5,40,660,33,2,7,15
McDonald's,Sandwich,Burger,Hamburger,250,80,9,4,1,25,520,31,2,6,12
McDonald's,Sandwich,Burger,Jalapeno Double,430,210,23,9,1,80,1030,35,2,6,22
McDonald's,Sandwich,Burger,Lettuce & Tomato Sirloin Third Pound Burger,750,350,39,16,2,135,1590,62,4,10,39
